error,gral__codigo_catastral,gral__fecha_aprobacion,gral__informe,gral__normativa_segun_informe,gral__patron_de_asentamiento,gral__zona_referencial,identificador_b64,otro__arquitecto_reponsable,otro__tipo_de_obra,otro__tipo_de_proyecto,par__ale_sub_area_de_lote_edificable,par__altillo,par__amc_sub_area_maxima_a_cubrir_sub_sotano,par__ame_sub_area_maxima_a_edificar_sub_zocalo,par__amf_sub_altura_maxima_de_fachada_sub_sotano,par__amv_sub_area_minima_verde,par__fml_sub_frente_minimo_de_lote,par__fondo,par__lateral_1,par__lateral_2,par__mezzanine,par__nmp_sub_numero_minimo_de_parqueos,par__rme_sub_retiro_minimo_de_edificacion_torre_sub_frontal,par__rme_zocalo_sub_retiro_minimo_de_edificacion_zocalo_sub_frontal,par__semisotano,par__torre,par__voladizo_sub_voladizo_sobre_retiro_frontal,par__zocalo,url
,033 0258 0002 0000,09/mar./2020,SERMAT I - PIAC CAMACHO 454/2020,,2 - d5,VILLA NUEVO POTOSI,MDMzMDI1ODAwMDIwMDAwfDI0ODc2fDIwMjA=,PEDRO RAFAEL QUEHUI MORALES,Construcción Nueva,Residencial Mixta,141.12 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,26.35 m2,11.63 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMzMDI1ODAwMDIwMDAwfDI0ODc2fDIwMjA=
,027 0019 0005 0000,13/mar./2020,DATC SERMAT III - PIAC SUR 544,,4P - d21,BAJO SEGUENCOMA,MDI3MDAxOTAwMDUwMDAwfDI0ODk0fDIwMjA=,JOSE RICARDO ROMAY VALDEZ,Construcción Nueva,Residencial Mixta,537.68 m2,0 plantas,286.36 m2,0.00 m2,1 plantas,276.85 m2,44.84 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,9 unidades,6.03 ml,0.00 ml,1 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI3MDAxOTAwMDUwMDAwfDI0ODk0fDIwMjA=
,003 0035 0055 0000,16/mar./2020,DATC SERMAT I - PIAC CAMACHO 526,,3C - d6,SAN PEDRO ALTO,MDAzMDAzNTAwNTUwMDAwfDI0OTI5fDIwMjA=,RENE HUGO VILLANUEVA CALLE,Construcción Nueva,Residencial,88.44 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,8.85 m2,5.61 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,1 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAzMDAzNTAwNTUwMDAwfDI0OTI5fDIwMjA=
,013 0013 0008 0000,01/jun./2020,DATC SERMAT I - PIAC CAMACHO 556,,3F - d2,MIRAFLORES,MDEzMDAxMzAwMDgwMDAwfDI0OTQ4fDIwMjA=,LUIS AGUILAR GUTIERREZ,Construcción Nueva,Residencial,511.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,172.23 m2,4.11 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,3.00 ml,0.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDAxMzAwMDgwMDAwfDI0OTQ4fDIwMjA=
,044 0794 0009 0000,10/jun./2020,DATC SERMAT III - PIAC SUR 671,,4P.R - d18,ACHUMANI,MDQ0MDc5NDAwMDkwMDAwfDI0OTU0fDIwMjA=,GUILLERMO FERDIN RODRIGUEZ ALTAMIRANO,Construcción Nueva,Residencial,271.84 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,28.57 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,3.00 ml,0.00 ml,0 plantas,1 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDc5NDAwMDkwMDAwfDI0OTU0fDIwMjA=
,036 0763 0011 0000,16/mar./2020,DATC SERMAT II 307/2020,,3 - d14,VALLE HERMOSO,MDM2MDc2MzAwMTEwMDAwfDI0OTk1fDIwMjA=,VICTOR VLADIMIR ALCOCER LUNA,Construcción Nueva,Residencial,200.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,60.01 m2,11.81 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDc2MzAwMTEwMDAwfDI0OTk1fDIwMjA=
,028 0117 0017 0000,01/jun./2020,DATC SERMAT I - PIAC CAMACHO 577,,3F - d3,SOPOCACHI,MDI4MDExNzAwMTcwMDAwfDI0OTk3fDIwMjA=,MAURICIO GERARDO MALDONADO RAMALLO,Construcción Nueva,Residencial,310.83 m2,0 plantas,273.35 m2,0.00 m2,1 plantas,94.18 m2,36.91 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,8 unidades,3.00 ml,0.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDExNzAwMTcwMDAwfDI0OTk3fDIwMjA=
,025 0021 0046 0000,12/mar./2020,SERMAT I - PIAC CAMACHO 502/2020,,3 - d6,SAN PEDRO BAJO,MDI1MDAyMTAwNDYwMDAwfDI1MDA0fDIwMjA=,WILFREDO ELIAS CORTEZ,Construcción Nueva,Residencial,888.28 m2,0 plantas,822.35 m2,0.00 m2,2 plantas,274.02 m2,53.75 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,38 unidades,3.00 ml,0.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI1MDAyMTAwNDYwMDAwfDI1MDA0fDIwMjA=
,005 0005 0024 0000,19/mar./2020,SERMAT I - PIAC CAMACHO 555/2020,,3C - d8,EL TEJAR,MDA1MDAwNTAwMjQwMDAwfDI1MDEwfDIwMjA=,PEDRO CECILIO CACHI PALLARICO,Construcción Nueva,Residencial Mixta,58.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,4.44 m2,6.45 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDAwNTAwMjQwMDAwfDI1MDEwfDIwMjA=
,031 1065 0003 0000,03/jun./2020,DATC SERMAT I - PIAC CAMACHO 594,,3 - d4,TEMBLADERANI,MDMxMTA2NTAwMDMwMDAwfDI1MDQ4fDIwMjA=,RUTH MARLENE ORTIZ CORONADO,Construcción Nueva,Residencial,39.81 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,6.96 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMTA2NTAwMDMwMDAwfDI1MDQ4fDIwMjA=
,044 0864 0025 0000,18/mar./2020,SERMAT III - PIAC SUR 576/2020,E-141/2019,,ACHUMANI,MDQ0MDg2NDAwMjUwMDAwfDI1MDU5fDIwMjA=,MARCELA VERONICA ALEJANDRA CASTRO AGUIRRE,Construcción Nueva,Residencial,null m2,0 plantas,316.36 m2,0.00 m2,1 plantas,122.34 m2,15.42 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,6 unidades,4.06 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDg2NDAwMjUwMDAwfDI1MDU5fDIwMjA=
,020 0248 0002 0000,16/mar./2020,DATC SERMAT II Nº291/2020,,3 - d16,PAMPAHASI,MDIwMDI0ODAwMDIwMDAwfDI1MDcwfDIwMjA=,RUBEN RODRIGO CHAVEZ SANCHEZ,Construcción Nueva,Residencial,201.90 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,62.71 m2,12.27 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.75 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDI0ODAwMDIwMDAwfDI1MDcwfDIwMjA=
,006 0061 0011 0000,18/mar./2020,DATC SERMAT II Nº327/2020,,2 - d12,MIRAFLORES,MDA2MDA2MTAwMTEwMDAwfDI1MDcxfDIwMjA=,JUAN MANUEL FERNANDEZ PACO,Construcción Nueva,Residencial,176.36 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,40.74 m2,9.22 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA2MDA2MTAwMTEwMDAwfDI1MDcxfDIwMjA=
,017 0092 0007 0000,10/jun./2020,DATC SERMAT III - PIAC SUR 681,,3AO - d21,ALTO OBRAJES,MDE3MDA5MjAwMDcwMDAwfDI1MDc0fDIwMjA=,JAEL SAAVEDRA LUNA DE CARPIO,Construcción Nueva,Residencial,218.40 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,68.87 m2,13.20 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,2.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE3MDA5MjAwMDcwMDAwfDI1MDc0fDIwMjA=
,014 0051 0005 0000,01/jun./2020,SERMAT I - PIAC CAMACHO 579/2020,,5 - d2,MIRAFLORES,MDE0MDA1MTAwMDUwMDAwfDI1MDgxfDIwMjA=,ADRIANA ALLISON TORREZ MENDOZA,Construcción Nueva,Residencial Mixta,222.53 m2,0 plantas,222.53 m2,0.00 m2,1 plantas,75.12 m2,8.55 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,4.00 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDA1MTAwMDUwMDAwfDI1MDgxfDIwMjA=
,046 0006 0016 0000,20/mar./2020,DATC SERMAT III - PIAC SUR 578,,4A - d19,LA FLORIDA,MDQ2MDAwNjAwMTYwMDAwfDI1MDg3fDIwMjA=,ROMULO JUSTINIANO QUISPE COPA,Construcción Nueva,Residencial,173.36 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,53.22 m2,13.55 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,3.00 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MDAwNjAwMTYwMDAwfDI1MDg3fDIwMjA=
,033 0277 0056 0000,20/mar./2020,DATC SERMAT I - PIAC CAMACHO 549/2020,,3C - d7,CHIJINI,MDMzMDI3NzAwNTYwMDAwfDI1MTIwfDIwMjA=,DORA ALMA CRESPO JULIAN,Construcción Nueva,Residencial Mixta,65.70 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,9.33 m2,13.83 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMzMDI3NzAwNTYwMDAwfDI1MTIwfDIwMjA=
,032 0044 0036 0000,08/jun./2020,DATC SERMAT I - PIAC CAMACHO 646,,3C - d7,14 DE SEPTIEMBRE,MDMyMDA0NDAwMzYwMDAwfDI1MTgxfDIwMjA=,JOSE LUIS VACAFLOR VARGAS,Construcción Nueva,Residencial Mixta,340.49 m2,0 plantas,77.15 m2,0.00 m2,1 plantas,60.46 m2,8.69 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,2 plantas,6 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMyMDA0NDAwMzYwMDAwfDI1MTgxfDIwMjA=
,020 0403 0007 0000,12/jun./2020,DATC SERMAT II Nº377/2020,,1 - d15,VILLA SAN ANTONIO,MDIwMDQwMzAwMDcwMDAwfDI1MTk4fDIwMjA=,CHALO FLORENCIO VILLEGAS CONDE,Construcción Nueva,Residencial,360.94 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,38.92 m2,37.16 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.10 ml,0.00 ml,2 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIwMDQwMzAwMDcwMDAwfDI1MTk4fDIwMjA=
,046 1130 0009 0000,01/jun./2020,SERMAT III - PIAC SUR 613/2020,,4PO - d19,LOS ROSALES,MDQ2MTEzMDAwMDkwMDAwfDI1MjAzfDIwMjA=,ALEJANDRO KENZO ZUÑIGA OKAZAKI,Construcción Nueva,Residencial Mixta,300.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,109.50 m2,12.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ2MTEzMDAwMDkwMDAwfDI1MjAzfDIwMjA=
,013 0031 0014 0000,17/jun./2020,DATC SERMAT I - PIAC CAMACHO 670,,5Z - d2,MIRAFLORES,MDEzMDAzMTAwMTQwMDAwfDI1MjExfDIwMjA=,JUAN CARLOS CANAVIRI CHAMBI,Construcción Nueva,Residencial Mixta,253.33 m2,0 plantas,253.33 m2,0.00 m2,1 plantas,73.77 m2,17.76 ml,3.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,3.00 ml,0 plantas,7 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDEzMDAzMTAwMTQwMDAwfDI1MjExfDIwMjA=
,038 0496 0002 0000,05/jun./2020,DATC SERMAT I - PIAC CAMACHO 638/2020,,2 - d9,CUSICANCHA,MDM4MDQ5NjAwMDIwMDAwfDI1MjM4fDIwMjA=,VIDAL ZENON VALLEJOS CHILI,Ampliación,Residencial,121.35 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,26.06 m2,14.35 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM4MDQ5NjAwMDIwMDAwfDI1MjM4fDIwMjA=
,037 0025 0008 0000,26/oct./2020,DATC SERMAT I - PIAC CAMACHO 600,,3C - d8,VILLA VICTORIA,MDM3MDAyNTAwMDgwMDAwfDI1MjQxfDIwMjA=,MARCO ANTONIO AGUILAR ARIÑEZ,Construcción Nueva,Residencial,100.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,10.15 m2,5.01 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.97 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM3MDAyNTAwMDgwMDAwfDI1MjQxfDIwMjA=
,028 0068 0002 0000,12/jun./2020,DATC SERMAT I - PIAC CAMACHO 674/2020,,3F - d3,SOPOCACHI,MDI4MDA2ODAwMDIwMDAwfDI1MjUyfDIwMjA=,DORA ALMA CRESPO JULIAN,Construcción Nueva,Residencial,191.96 m2,0 plantas,191.96 m2,0.00 m2,1 plantas,58.32 m2,13.89 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.01 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDA2ODAwMDIwMDAwfDI1MjUyfDIwMjA=
,044 2254 0006 0000,10/jul./2020,DATC SERMAT III - PIAC SUR 755,,4P - d19,SANTA FE DE KESSINI,MDQ0MjI1NDAwMDYwMDAwfDI1MjcxfDIwMjA=,FREDDY GONZALO CUENTAS LOPEZ,Construcción Nueva,Residencial,300.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,119.41 m2,13.20 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,4.10 ml,0.00 ml,0 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MjI1NDAwMDYwMDAwfDI1MjcxfDIwMjA=
,021 0009 0033 0000,06/jul./2020,DATC SERMAT I - PIAC CAMACHO 671,,3C - d2,MIRAFLORES,MDIxMDAwOTAwMzMwMDAwfDI1MjczfDIwMjA=,LUIS FERNANDO DE LUCA SIKITONE,Construcción Nueva,Residencial Mixta,1201.52 m2,0 plantas,1201.52 m2,0.00 m2,1 plantas,243.12 m2,70.55 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,55 unidades,0.00 ml,0.00 ml,2 plantas,9 plantas,0.60 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIxMDAwOTAwMzMwMDAwfDI1MjczfDIwMjA=
,028 0043 0029 0000,05/jun./2020,DATC SERMAT I - PIAC CAMACHO 627/2020,,3F - d3,SOPOCACHI,MDI4MDA0MzAwMjkwMDAwfDI1Mjc1fDIwMjA=,EDSON SANJINEZ RAMOS,Construcción Nueva,Residencial Mixta,1190.21 m2,0 plantas,1190.21 m2,0.00 m2,2 plantas,379.86 m2,66.66 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,59 unidades,5.48 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI4MDA0MzAwMjkwMDAwfDI1Mjc1fDIwMjA=
,014 0041 0007 0000,02/jul./2020,DATC SERMAT I - PIAC CAMACHO 783/2020,,3F - d2,MIRAFLORES,MDE0MDA0MTAwMDcwMDAwfDI1Mjg1fDIwMjA=,MARIA TERESA ESPINOZA RUBIN DE CELIS,Construcción Nueva,Residencial Mixta,210.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,69.94 m2,10.03 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.18 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDA0MTAwMDcwMDAwfDI1Mjg1fDIwMjA=
,038 0136 0008 0000,17/jun./2020,DATC SERMAT I - PIAC CAMACHO 717/2020,,2 - d9,MUNAYPATA,MDM4MDEzNjAwMDgwMDAwfDI1Mjk0fDIwMjA=,SILVESTRE MACHACA CHUQUIMIA,Construcción Nueva,Residencial,196.50 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,20.98 m2,9.94 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM4MDEzNjAwMDgwMDAwfDI1Mjk0fDIwMjA=
,002 0006 0009 0000,12/jun./2020,DATC SERMAT I - PIAC CAMACHO 673,DATC-UACT Nª 3294/2019,,NORTE,MDAyMDAwNjAwMDkwMDAwfDI1MzA0fDIwMjA=,ABIGAIL VARGAS  ESPEJO,Ampliación,Residencial Mixta,null m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,5.87 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,2.00 ml,0.00 ml,0 plantas,5 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAyMDAwNjAwMDkwMDAwfDI1MzA0fDIwMjA=
,014 0051 0003 0000,01/jul./2020,DATC SERMAT I - PIAC CAMACHO 672,,3F - d2,MIRAFLORES,MDE0MDA1MTAwMDMwMDAwfDI1MzA5fDIwMjA=,DORA ALMA CRESPO JULIAN,Construcción Nueva,Residencial Mixta,216.50 m2,0 plantas,216.50 m2,0.00 m2,1 plantas,66.29 m2,13.94 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,3 unidades,3.00 ml,0.00 ml,0 plantas,6 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDE0MDA1MTAwMDMwMDAwfDI1MzA5fDIwMjA=
,008 0064 0016 0000,17/jun./2020,SERMAT I - PIAC CAMACHO 667/2020,,2 - d5,FARO MURILLO,MDA4MDA2NDAwMTYwMDAwfDI1MzEyfDIwMjA=,MOISES EDUARDO LOZA ALANOCA,Construcción Nueva,Residencial,83.19 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,8.91 m2,4.47 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA4MDA2NDAwMTYwMDAwfDI1MzEyfDIwMjA=
,031 0041 0029 0000,16/jun./2020,SERMAT I - PIAC CAMACHO 677/2020,,3 - d6,ALTO SAN PEDRO,MDMxMDA0MTAwMjkwMDAwfDI1MzE0fDIwMjA=,GLADYS XIMENA YUPANQUI MACHACA,Construcción Nueva,Residencial,108.56 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,33.83 m2,8.53 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.40 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDA0MTAwMjkwMDAwfDI1MzE0fDIwMjA=
,044 1860 0004 0000,29/jun./2020,SERMAT III - PIAC SUR 754,,4P - d18,ACHUMANI,MDQ0MTg2MDAwMDQwMDAwfDI1MzI3fDIwMjA=,CARLOS EDUARDO ASIN HAYDAR,Construcción Nueva,Residencial,400.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,125.10 m2,22.85 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,2 unidades,3.20 ml,0.00 ml,0 plantas,3 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTg2MDAwMDQwMDAwfDI1MzI3fDIwMjA=
,005 0054 0015 0000,02/jul./2020,DATC SERMAT I - PIAC CAMACHO 787/2020,,3C - d8,CALLAMPAYA,MDA1MDA1NDAwMTUwMDAwfDI1MzQxfDIwMjA=,JEMA DELIA HUANCA RODRIGUEZ,Construcción Nueva,Residencial Mixta,132.66 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,15.72 m2,6.26 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDA1MDA1NDAwMTUwMDAwfDI1MzQxfDIwMjA=
,021 0006 0038 0000,13/jul./2020,DATC SERMAT I - PIAC CAMACHO 838,,3 - d2,MIRAFLORES,MDIxMDAwNjAwMzgwMDAwfDI1MzYwfDIwMjA=,ROMULO JUSTINIANO QUISPE COPA,Construcción Nueva,Residencial,104.17 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,31.92 m2,5.94 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,1 unidades,0.00 ml,0.00 ml,0 plantas,3 plantas,0.50 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDIxMDAwNjAwMzgwMDAwfDI1MzYwfDIwMjA=
,036 0039 0004 0000,26/jun./2020,DATC SERMAT II Nº421/2020,,3 - d14,VILLA COPACABANA,MDM2MDAzOTAwMDQwMDAwfDI1Mzc3fDIwMjA=,FREDY GUMERCINDO ANDRADE LIMA,Construcción Nueva,Residencial,139.51 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,44.67 m2,11.48 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,5 plantas,0.65 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDM2MDAzOTAwMDQwMDAwfDI1Mzc3fDIwMjA=
,029 0052 0009 0000,04/ago./2020,DATC SERMAT I - PIAC CAMACHO 933,,3 - d3,CRISTO REY,MDI5MDA1MjAwMDkwMDAwfDI1MzkwfDIwMjA=,JUAN CARLOS DUEÑAS CHOQUE,Construcción Nueva,Residencial,282.94 m2,0 plantas,199.95 m2,0.00 m2,0 plantas,86.44 m2,36.54 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDI5MDA1MjAwMDkwMDAwfDI1MzkwfDIwMjA=
,001 0349 0017 0000,13/jul./2020,DATC SERMAT II Nº453/2020,,2 - d11,ACHACHICALA,MDAxMDM0OTAwMTcwMDAwfDI1MzkzfDIwMjA=,SANTOS CONDORI ICHUTA,Construcción Nueva,Residencial,144.65 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,15.00 m2,23.43 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,0.00 ml,0.00 ml,0 plantas,4 plantas,1.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDAxMDM0OTAwMTcwMDAwfDI1MzkzfDIwMjA=
,044 1192 0030 0000,03/jul./2020,DATC SERMAT III - PIAC SUR 768,,4P.R - d18,ACHUMANI,MDQ0MTE5MjAwMzAwMDAwfDI1Mzk3fDIwMjA=,JULIAN JAVIER LOPEZ GALLARDO,Construcción Nueva,Residencial,515.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,0.00 m2,46.54 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,5 unidades,3.00 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MTE5MjAwMzAwMDAwfDI1Mzk3fDIwMjA=
,031 0468 0001 0000,14/jul./2020,DATC SERMAT I - PIAC CAMACHO 815,,1 - d4,PASANKERI,MDMxMDQ2ODAwMDEwMDAwfDI1NDMzfDIwMjA=,DORA ALMA CRESPO JULIAN,Construcción Nueva,Residencial,300.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,41.58 m2,36.83 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,0 unidades,12.31 ml,0.00 ml,0 plantas,2 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDMxMDQ2ODAwMDEwMDAwfDI1NDMzfDIwMjA=
,044 0554 0023 0000,06/jul./2020,DATC SERMAT III - PIAC SUR 767,,4AC - d18,ACHUMANI,MDQ0MDU1NDAwMjMwMDAwfDI1NDQ3fDIwMjA=,EDME DORA KOEHNKE FERRUFINO,Ampliación,Residencial,400.00 m2,0 plantas,0.00 m2,0.00 m2,0 plantas,164.13 m2,16.00 ml,0.00 ml,0.00 ml,0.00 ml,0.00 m2,4 unidades,3.00 ml,0.00 ml,1 plantas,3 plantas,0.00 ml,0 plantas,https://sitservicios.lapaz.bo/situtiles/pc/?MDQ0MDU1NDAwMjMwMDAwfDI1NDQ3fDIwMjA=
